sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:kardex_name,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
1414,Head/Neck MRA,1150,,Radiology,0.72,APPROVED,EQUAL,vvcb,1682610563264,45765718,MR angiography of head and neck,Procedure,MAPS_TO,,vvcb,1682610562733,
6487,Guided Biopsy US,6398,,Radiology,0.74,APPROVED,EQUAL,vvcb,1682668635303,4082629,Ultrasound guided biopsy,Procedure,MAPS_TO,,vvcb,1682668634921,
12112,Shoulder CT,1138,,Radiology,0.77,APPROVED,EQUAL,vvcb,1682675248524,36713183,CT of shoulder without contrast,Procedure,MAPS_TO,,vvcb,1682675247977,
12090,Cervical Spine Discogram CT,4,,Radiology,0.80,APPROVED,EQUAL,vvcb,1682673935512,4082702,CT discogram of cervical region,Procedure,MAPS_TO,,vvcb,1682673935060,
6408,Sterno-clavicular joints DX,80,,Radiology,0.62,APPROVED,EQUAL,vvcb,1682671941419,4056689,Sternoclavicular joint X-ray,Procedure,MAPS_TO,,vvcb,1682671941078,
342,Aorta US,6304,,Radiology,0.57,APPROVED,EQUAL,vvcb,1682608899774,4082524,US scan of aorta,Procedure,MAPS_TO,,vvcb,1682608899024,
2772,Cerebral Imaging NM,1121,,Radiology,0.46,APPROVED,INEXACT,vvcb,1683202854364,4190387,Radioisotope brain imaging,Procedure,MAPS_TO,,vvcb,1683202837275,
6432,Forearm MRI,79,,Radiology,0.63,APPROVED,EQUAL,vvcb,1682610395262,4082713,MRI of forearm,Procedure,MAPS_TO,,vvcb,1682610394871,
12124,Neck MRA,1105,,Radiology,0.47,APPROVED,EQUAL,vvcb,1682693977701,36713033,Magnetic resonance angiography of neck without contrast,Procedure,MAPS_TO,,vvcb,1682693959873,
12103,Femur CT,79,,Radiology,0.65,APPROVED,EQUAL,vvcb,1682610225354,45765532,Computed tomography of femur,Procedure,MAPS_TO,,vvcb,1682610224869,
385,Upper Limb Doppler US,6283,,Radiology,0.60,APPROVED,EQUAL,vvcb,1683201080806,46272906,Doppler ultrasonography of vascular structure of upper limb,Procedure,MAPS_TO,,vvcb,1683201050086,
12142,Thoracic Endovascular Annuerysm Repair IR,4,,Radiology,0.65,APPROVED,EQUIVALENT,vvcb,1683212005107,4329524,CT for endovascular aneurysm repair planning,Procedure,MAPS_TO,,<auto>,1682607047078,
6360,Leg Length Study DX,1102,,Radiology,0.43,APPROVED,EQUAL,vvcb,1682679968826,42709745,X-ray of lower leg for bone length measurement,Procedure,MAPS_TO,,vvcb,1682679967810,
5158,HX CT (TAFN),78,,Radiology,0.21,FLAGGED,EQUAL,vvcb,1682693689494,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607405193,
12530,Groin US,6267,,Radiology,0.52,APPROVED,EQUAL,vvcb,1682673502974,40488344,CT of inguinal region,Procedure,MAPS_TO,,<auto>,1682607047219,
12154,Venous Sampling IR,4,,Radiology,0.76,APPROVED,EQUAL,vvcb,1682672562381,4085918,Venous sampling catheter procedure,Procedure,MAPS_TO,,vvcb,1682672561944,
11778,Parathyroid Scan NM,1086,,Radiology,0.71,APPROVED,EQUAL,vvcb,1682679993436,4162132,Radioisotope scan of parathyroid,Procedure,MAPS_TO,,vvcb,1682679992373,
11395,DX HX (TFBN),78,,Radiology,0.09,FLAGGED,EQUAL,vvcb,1682679469727,1340204,History of event,Observation,MAPS_TO,,vvcb,1682609847583,
12520,Schlerotherapy IR,4,,Radiology,0.63,APPROVED,EQUAL,vvcb,1682670419156,4220838,Injection of sclerosing agent,Procedure,MAPS_TO,,vvcb,1682670418725,
12770,CT Head Acute Stroke,6073,,Radiology,0.60,APPROVED,EQUAL,vvcb,1682609716331,4125350,CT of head,Procedure,MAPS_TO,,vvcb,1682609715847,
6447,Venogram IR,1080,,Radiology,0.77,APPROVED,EQUAL,vvcb,1682672516682,4175809,Venography,Procedure,MAPS_TO,,<auto>,1682607047766,
12118,Humerus CT,77,,Radiology,0.63,APPROVED,EQUAL,vvcb,1682610682532,45765535,Computed tomography of humerus,Procedure,MAPS_TO,,<auto>,1682607047813,
6428,Pelvis MRI,5905,,Radiology,0.67,APPROVED,EQUAL,vvcb,1682670118512,4097527,MRI of pelvis,Procedure,MAPS_TO,,<auto>,1682607047875,
13135,Ankle Arthrogram DX,4,,Radiology,0.83,APPROVED,EQUAL,vvcb,1682608844102,4345941,Ankle arthrogram,Procedure,MAPS_TO,,<auto>,1682607047938,
13093,MRI Venogram Cerebral,1076,,Radiology,0.79,APPROVED,EQUAL,vvcb,1682668941925,4304577,MRI venography of cerebral veins,Procedure,MAPS_TO,,<auto>,1682607047969,
11342,HX CT (NACN),77,,Radiology,0.20,FLAGGED,EQUAL,vvcb,1682693683838,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607368864,
5391,NM HX (IE6N),5881,,Radiology,0.17,FLAGGED,EQUAL,vvcb,1682694224798,1340204,History of event,Observation,MAPS_TO,,vvcb,1682608096265,
11808,Pegogram DX,74,,Radiology,0.41,APPROVED,EQUIVALENT,vvcb,1683207167837,4070467,Attention to gastrostomy tube,Procedure,MAPS_TO,,vvcb,1683207166892,
12102,Knee CT,1064,,Radiology,0.48,APPROVED,EQUAL,vvcb,1682610778048,4086259,CT of knee,Procedure,MAPS_TO,,vvcb,1682610777705,
13268,Liver/Spleen Scan NM,4,,Radiology,0.42,UNCHECKED,UNREVIEWED,,0,4083115,US scan of spleen,Procedure,MAPS_TO,,<auto>,1682607048156,
12099,Tibia/Fibula CT,74,,Radiology,0.72,APPROVED,EQUAL,vvcb,1682672134717,45765527,CT of tibia and fibula,Procedure,MAPS_TO,,vvcb,1682672134232,
13076,Hand & Wrist DX,1053,,Radiology,0.44,APPROVED,EQUAL,vvcb,1682610495935,4219318,Skeletal X-ray of wrist and hand,Procedure,MAPS_TO,,vvcb,1682610495154,
4178,Lower Extremity Arterial Doppler US,5734,,Radiology,0.61,APPROVED,INEXACT,vvcb,1682673565136,42535653,Doppler ultrasonography of artery of left lower extremity,Procedure,MAPS_TO,,<auto>,1682607048719,
11397,DX HX (UFAN),72,,Radiology,0.13,FLAGGED,EQUAL,vvcb,1682679469727,1340204,History of event,Observation,MAPS_TO,,vvcb,1682609851942,
2816,Catheter Change/Reposition IR,3,,Radiology,0.40,UNCHECKED,UNREVIEWED,,0,4095331,Reposition of iris,Procedure,MAPS_TO,,<auto>,1682607048797,
12541,Thigh US,1045,,Radiology,0.44,APPROVED,EQUAL,vvcb,1682672034542,4139533,Ultrasound scan of thigh,Procedure,MAPS_TO,,vvcb,1682672034151,
11817,Urogram CT,5640,,Radiology,0.56,APPROVED,EQUAL,vvcb,1682672307480,4258698,CT of urinary tract with contrast,Procedure,MAPS_TO,,vvcb,1682672307082,
6346,Upper Extremity CT,70,,Radiology,0.65,APPROVED,EQUIVALENT,vvcb,1683208974153,4086254,CT of upper limb,Procedure,MAPS_TO,,vvcb,1683208973106,
5382,Dacrocystogram IR,3,,Radiology,0.70,APPROVED,EQUAL,vvcb,1682609752253,4210310,Dacryocystography,Procedure,MAPS_TO,,<auto>,1682607048985,
6398,Barium Enema DX,5557,,Radiology,0.73,APPROVED,EQUAL,vvcb,1682608967681,4060768,Barium enema,Procedure,MAPS_TO,,<auto>,1682607049000,
11971,Stereotactic Breast Biopsy DX,1024,,Radiology,0.72,APPROVED,NARROWER,vvcb,1683208614440,44791926,Upright stereotactic X-ray guided core needle biopsy of breast,Procedure,MAPS_TO,,vvcb,1683208607987,
6395,Barium Swallow DX,5472,,Radiology,0.77,APPROVED,EQUAL,vvcb,1682608976994,4059066,Barium swallow,Procedure,MAPS_TO,,<auto>,1682607049188,
6393,Sella Turcica DX,3,,Radiology,0.61,APPROVED,EQUAL,vvcb,1682670457078,4196399,Radiologic examination of sella turcica,Procedure,MAPS_TO,,vvcb,1682670456575,
12503,Bone Scan NM,5448,,Radiology,0.61,APPROVED,EQUAL,vvcb,1682609073229,4217238,Radioisotope scan of bone,Procedure,MAPS_TO,,vvcb,1682609072823,
13098,Nasogastric Feeding Tube Insertion IR,70,,Radiology,0.78,APPROVED,EQUAL,vvcb,1682669093933,4227418,Insertion of nasogastric tube,Procedure,MAPS_TO,,vvcb,1682669093425,
12148,Stent Placement IR,1023,,Radiology,0.88,APPROVED,EQUIVALENT,vvcb,1683208223126,4197191,Insertion of stent using fluoroscopic guidance,Procedure,MAPS_TO,,vvcb,1683208221791,
13265,US Guided Guidewire Loc Breast,3,,Radiology,0.52,APPROVED,EQUAL,vvcb,1682694591397,44811830,Ultrasound guided wire localisation of lesion,Procedure,MAPS_TO,,vvcb,1682694590850,
12311,Thorax and Abdomen CT,5405,,Radiology,0.72,APPROVED,EQUAL,vvcb,1683201327319,4302356,CT of chest and abdomen,Procedure,MAPS_TO,,vvcb,1683201315189,
12303,CT Head Acute Stroke,1021,,Radiology,0.60,APPROVED,EQUAL,vvcb,1682609717097,4125350,CT of head,Procedure,MAPS_TO,,vvcb,1682609716753,
18892,Images on external PACS,70,,Radiology,0.45,FLAGGED,EQUIVALENT,vvcb,1682693793152,4134406,Documents,Observation,MAPS_TO,,vvcb,1682675010536,
6359,Femur DX,5323,,Radiology,0.51,APPROVED,EQUAL,vvcb,1682610233775,4081560,Plain X-ray of femur,Procedure,MAPS_TO,,vvcb,1682610233354,
13560,Vacuum Assisted Biopsy DX,3,,Radiology,0.86,APPROVED,EQUAL,vvcb,1682672469615,37206731,Vacuum assisted biopsy,Procedure,MAPS_TO,,<auto>,1682607049953,
5513,Linogram IR,1012,,Radiology,0.77,APPROVED,EQUAL,vvcb,1682610880878,40480622,Fluoroscopy of catheter in situ,Procedure,MAPS_TO,,<auto>,1682607049969,
10807,Cardiac Imaging Stress NM,5193,,Radiology,0.51,APPROVED,INEXACT,vvcb,1683211535879,37109082,Radionuclide myocardial perfusion stress study,Procedure,MAPS_TO,VC - Check again; Don't think this is MRI.,vvcb,1683211534990,
12002,Permanent Pacemaker Insertion IR,70,,Radiology,0.80,APPROVED,EQUAL,vvcb,1682670159903,40487117,Insertion of permanent cardiac pacemaker pulse generator and electrode,Procedure,MAPS_TO,,<auto>,1682607050266,
16377,MR Functional Imaging,3,,Radiology,0.61,APPROVED,EQUAL,vvcb,1683036361442,4082706,MRI of brain with functional imaging,Procedure,MAPS_TO,,<auto>,1682607050266,
12134,Abdominal Angiogram IR,1002,,Radiology,0.83,APPROVED,EQUAL,vvcb,1682608578271,4347783,Abdominal angiography,Procedure,MAPS_TO,,<auto>,1682607050266,
10845,Linogram IR,69,,Radiology,0.77,APPROVED,EQUAL,vvcb,1682610881628,40480622,Fluoroscopy of catheter in situ,Procedure,MAPS_TO,,<auto>,1682607050688,
11421,HX IR (RGFY),5158,,Radiology,0.14,FLAGGED,EQUAL,vvcb,1682693733948,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607766323,
12306,Chest and Abdomen CT,993,,Radiology,0.83,APPROVED,EQUAL,vvcb,1682609495859,4302356,CT of chest and abdomen,Procedure,MAPS_TO,,<auto>,1682607050797,
10729,Stereotactic Biopsy MRI,3,,Radiology,0.75,APPROVED,WIDER,vvcb,1683208455783,44803076,Stereotactic biopsy of organ NOC,Procedure,MAPS_TO,,vvcb,1682675466652,
12159,Venogram Leg IR,5154,,Radiology,0.63,APPROVED,WIDER,vvcb,1683209142644,4194532,Venography of lower extremity,Procedure,MAPS_TO,,vvcb,1683209141347,
12096,Foot CT,992,,Radiology,0.64,APPROVED,EQUAL,vvcb,1682610353933,4082974,CT of foot,Procedure,MAPS_TO,,vvcb,1682610353574,
10777,Dacrocystogram IR,3,,Radiology,0.70,APPROVED,EQUAL,vvcb,1682609752754,4210310,Dacryocystography,Procedure,MAPS_TO,,<auto>,1682607050969,
6489,Guided Thoracentesis US,69,,Radiology,0.76,APPROVED,EQUAL,vvcb,1682674611047,4148956,Ultrasonic guidance for thoracentesis,Procedure,MAPS_TO,,vvcb,1682674610453,
490,Leg Length Study DX,992,,Radiology,0.43,APPROVED,EQUIVALENT,vvcb,1682680014686,4201062,Single photon emission computed tomography of bone of lower leg,Procedure,MAPS_TO,,<auto>,1682607051110,
11360,US HX (TDDY),3,,Radiology,0.15,FLAGGED,EQUAL,vvcb,1682694611085,1340204,History of event,Observation,MAPS_TO,,vvcb,1682672409285,
12894,Cardiac Scan Assessment  NM,5121,,Radiology,0.51,APPROVED,EQUAL,vvcb,1682673787290,4314723,Cardiac assessment,Procedure,MAPS_TO,,<auto>,1682607051203,
6543,Brachial Plexus MRI,69,,Radiology,0.78,APPROVED,EQUAL,vvcb,1682609081213,4082986,MRI of brachial plexus,Procedure,MAPS_TO,,<auto>,1682607051235,
12114,Shoulder CT,981,,Radiology,0.77,APPROVED,EQUAL,vvcb,1682675252774,36713183,CT of shoulder without contrast,Procedure,MAPS_TO,,vvcb,1682675251977,
11364,NM HX (NE4N),3,,Radiology,0.17,FLAGGED,EQUAL,vvcb,1682694224798,1340204,History of event,Observation,MAPS_TO,,vvcb,1682669502022,
2843,Lacrimal Scan NM,68,,Radiology,0.50,APPROVED,EQUAL,vvcb,1682610841893,4064323,Schirmer's test,Procedure,MAPS_TO,,<auto>,1682607051750,
6476,Lower Extremity Doppler US,5094,,Radiology,0.61,APPROVED,INEXACT,vvcb,1682673658070,35622931,Doppler ultrasound,Procedure,MAPS_TO,,vvcb,1682673657414,
11366,NM HX (RE3N),3,,Radiology,0.16,FLAGGED,EQUAL,vvcb,1682694224798,1340204,History of event,Observation,MAPS_TO,,vvcb,1682669503615,
13062,MRI Liver with Contrast,2629,,Radiology,0.86,APPROVED,EQUAL,vvcb,1682675074146,4329640,MRI of liver with contrast,Procedure,MAPS_TO,,<auto>,1682607051781,
11380,DX HX (MFDN),3,,Radiology,0.10,FLAGGED,EQUAL,vvcb,1682679469727,1340204,History of event,Observation,MAPS_TO,,vvcb,1682609823458,
5542,Arthrogram MRI,2579,,Radiology,0.71,APPROVED,EQUAL,vvcb,1682608943478,4086404,MRI arthrography,Procedure,MAPS_TO,,vvcb,1682608942556,
11843,Dilatation IR,66,,Radiology,0.63,UNCHECKED,UNREVIEWED,,0,4120148,Forced manual dilatation of anus,Procedure,MAPS_TO,,<auto>,1682607051938,
11392,DX HX (SFCN),3,,Radiology,0.09,FLAGGED,EQUAL,vvcb,1682679469727,1340204,History of event,Observation,MAPS_TO,,vvcb,1682609845396,
12282,Sinogram,66,,Radiology,0.90,APPROVED,EQUIVALENT,vvcb,1683207947857,4345944,Sinogram with contrast,Procedure,MAPS_TO,,vvcb,1683207945201,
4084,Radiology Pre-Catheter Documentation,5010,,Radiology,0.43,FLAGGED,EQUAL,vvcb,1682694443926,4130003,Documentation procedure,Observation,MAPS_TO,,vvcb,1682673675961,
4179,Upper Extremity Arterial Doppler US,2577,,Radiology,0.59,APPROVED,EQUAL,vvcb,1682679788074,4331817,Doppler ultrasonography of artery of upper limb,Procedure,MAPS_TO,,vvcb,1682679787574,
11430,HX IR (TGEN),3,,Radiology,0.25,FLAGGED,EQUAL,vvcb,1682693747127,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607786558,
13094,CT KUB,5008,,Radiology,0.56,APPROVED,EQUAL,vvcb,1682673719180,37109071,CT of kidney-ureter-bladder without contrast,Procedure,MAPS_TO,,vvcb,1682673718586,
12460,Ultrasound Guided Thrombin Injection,66,,Radiology,0.75,APPROVED,EQUAL,vvcb,1682672200859,4329499,Injection of thrombin using ultrasound guidance,Procedure,MAPS_TO,,<auto>,1682607052422,
12065,Breast Scan NM,3,,Radiology,0.53,APPROVED,EQUAL,vvcb,1682609182054,4302790,Scintimammography,Procedure,MAPS_TO,,vvcb,1682609181579,
11373,DX HX (CFAN),4994,,Radiology,0.16,FLAGGED,EQUAL,vvcb,1682679469727,1340204,History of event,Observation,MAPS_TO,,vvcb,1682608107719,
11531,Cephalogram Lateral DX,2573,,Radiology,0.68,APPROVED,EQUAL,vvcb,1682609415124,4059905,Orthodontic cephalogram,Procedure,MAPS_TO,,<auto>,1682607052844,
11792,Pouchogram DX,63,,Radiology,0.79,APPROVED,EQUAL,vvcb,1682670187398,4345931,Pouchogram,Procedure,MAPS_TO,,<auto>,1682607052860,
11816,Urogram CT,4980,,Radiology,0.56,APPROVED,EQUAL,vvcb,1682672315131,4258698,CT of urinary tract with contrast,Procedure,MAPS_TO,,vvcb,1682672314643,
14144,MR Brain Spectroscopy,63,,Radiology,0.83,APPROVED,EQUAL,vvcb,1682675063695,36713050,Magnetic resonance spectroscopy of brain without contrast,Procedure,MAPS_TO,,vvcb,1682675062851,
12068,Cephalogram Posterioranterior DX,3,,Radiology,0.67,APPROVED,EQUAL,vvcb,1682609420452,44791980,Posteroanterior cephalogram,Procedure,MAPS_TO,,<auto>,1682607053110,
12145,Pacemaker Insertion IR,4886,,Radiology,0.71,APPROVED,EQUAL,vvcb,1682669608460,4184306,Insertion of carotid pacemaker,Procedure,MAPS_TO,,<auto>,1682607053219,
12837,Cerebral Artery Embolisation NIR,2569,,Radiology,0.80,APPROVED,EQUIVALENT,vvcb,1682673910449,4021886,Open embolization of cerebral artery,Procedure,MAPS_TO,,<auto>,1682607053328,
6488,Paracentesis US Guided,62,,Radiology,0.64,APPROVED,EQUIVALENT,vvcb,1683207129355,46272428,Ultrasonography guided puncture and aspiration,Procedure,MAPS_TO,,vvcb,1683207128545,
12091,Lumbar Spine Discogram CT,3,,Radiology,0.81,APPROVED,EQUAL,vvcb,1682610973645,4174995,Lumbar discography,Procedure,MAPS_TO,,<auto>,1682607053391,
4082,A&E Ultrasound,2567,,Radiology,0.48,APPROVED,EQUAL,vvcb,1682608484223,4037672,Ultrasonography,Procedure,MAPS_TO,,<auto>,1682607053485,
12147,Stent Placement IR,4856,,Radiology,0.88,APPROVED,EQUIVALENT,vvcb,1683208210185,4197191,Insertion of stent using fluoroscopic guidance,Procedure,MAPS_TO,,vvcb,1683208207629,
12126,Wrist MRI,2564,,Radiology,0.58,APPROVED,EQUAL,vvcb,1682672618398,4086401,MRI of wrist,Procedure,MAPS_TO,,vvcb,1682672617992,
341,Carotid US(ret071009),4842,,Radiology,0.19,APPROVED,EQUAL,vvcb,1682609289763,4171443,Ultrasonography of carotid artery,Procedure,MAPS_TO,,vvcb,1682609289263,
11822,Biliary Stent Insertion IR,61,,Radiology,0.81,APPROVED,EQUAL,vvcb,1682608980478,3656144,Insertion of biliary stent,Procedure,MAPS_TO,,<auto>,1682607054047,
12151,Radiological Thrombolysis Lower Limb IR,3,,Radiology,0.69,APPROVED,EQUAL,vvcb,1682670222228,4226818,Thrombolysis of lower limb artery,Procedure,MAPS_TO,,<auto>,1682607054063,
6507,Venous Lower Extremity Duplex US(Vasc Lab),2562,,Radiology,0.35,APPROVED,EQUIVALENT,vvcb,1683211158447,4335392,Doppler ultrasonography of vein of lower limb,Procedure,MAPS_TO,,vvcb,1683211157532,
1026,Pelvis CT,4763,,Radiology,0.73,APPROVED,EQUAL,vvcb,1682670094168,4058336,CT of pelvis,Procedure,MAPS_TO,,vvcb,1682670093762,
5473,Jejunal Biopsy IR,61,,Radiology,0.90,APPROVED,EQUAL,vvcb,1682610764673,4101674,Biopsy of jejunum,Procedure,MAPS_TO,,<auto>,1682607054203,
10836,HX DX (CXFDN),4740,,Radiology,0.22,FLAGGED,EQUAL,vvcb,1682693706432,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607424458,
12456,Rad Review Note,3,,Radiology,0.59,FLAGGED,EQUAL,vvcb,1682694453503,44812068,Medication review of medical notes,Procedure,MAPS_TO,,<auto>,1682607054282,
12322,Whole Spine MRI,2551,,Radiology,0.53,APPROVED,EQUAL,vvcb,1682672602095,4082839,MRI of spine,Procedure,MAPS_TO,,vvcb,1682672600992,
12706,Carotid US,2508,,Radiology,0.50,APPROVED,EQUAL,vvcb,1682609283982,4171443,Ultrasonography of carotid artery,Procedure,MAPS_TO,,vvcb,1682609283638,
6409,Fluoroscopy DX (RAD USE ONLY),61,,Radiology,0.45,APPROVED,EQUAL,vvcb,1682610317598,4195288,Fluoroscopy,Procedure,MAPS_TO,,<auto>,1682607054453,
13134,Ankle Arthrogram DX,3,,Radiology,0.83,APPROVED,EQUAL,vvcb,1682608844617,4345941,Ankle arthrogram,Procedure,MAPS_TO,,<auto>,1682607054500,
12283,Retrograde ureteropyelogram,4699,,Radiology,0.93,APPROVED,EQUAL,vvcb,1682670288634,4226692,Retrograde pyelogram,Procedure,MAPS_TO,,<auto>,1682607054594,
13075,Hand & Wrist DX,2474,,Radiology,0.44,APPROVED,EQUAL,vvcb,1682610491154,4219318,Skeletal X-ray of wrist and hand,Procedure,MAPS_TO,,vvcb,1682610490591,
2820,Abdominal Aspiration IR,60,,Radiology,0.60,APPROVED,INEXACT,vvcb,1683211439079,4162501,Fluoroscopy guided aspiration of abdomen,Procedure,MAPS_TO,,vvcb,1683211438157,
11293,Ultrasound Guided Biopsy US,4645,,Radiology,0.91,APPROVED,EQUAL,vvcb,1682672195186,4082629,Ultrasound guided biopsy,Procedure,MAPS_TO,,<auto>,1682607055157,
11318,Breast Biopsy Specimen DX,2464,,Radiology,0.58,APPROVED,EQUAL,vvcb,1682609126808,4047494,Biopsy of breast,Procedure,MAPS_TO,,vvcb,1682609126198,
12069,Cephalogram Posterioranterior DX,59,,Radiology,0.67,APPROVED,EQUAL,vvcb,1682609418749,44791980,Posteroanterior cephalogram,Procedure,MAPS_TO,,<auto>,1682607055266,
13189,Cardiac Angio Coronary Stent IR,3,,Radiology,0.52,APPROVED,EQUIVALENT,vvcb,1683212425928,4148369,Angiocardiography,Procedure,MAPS_TO,,<auto>,1682607055297,
11418,HX IR (RGEN),4632,,Radiology,0.17,FLAGGED,EQUAL,vvcb,1682693733948,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607680806,
2882,Sialography DX,59,,Radiology,0.71,APPROVED,EQUAL,vvcb,1682671033946,4273756,Sialogram,Procedure,MAPS_TO,,vvcb,1682671033548,
13324,Dating Scan US,2435,,Radiology,0.57,APPROVED,EQUAL,vvcb,1682609759563,44810005,Dating obstetric ultrasound scan,Procedure,MAPS_TO,,vvcb,1682609759088,
12128,Urogram MRI,58,,Radiology,0.57,APPROVED,EQUAL,vvcb,1682672329112,4168027,MRI of urinary tract,Procedure,MAPS_TO,,vvcb,1682672328706,
425,Complete Spine DX,4627,,Radiology,0.46,APPROVED,EQUAL,vvcb,1682609622845,4196341,Radiography of spine,Procedure,MAPS_TO,,vvcb,1682609622267,
5141,Sentinel Node Scan NM,2431,,Radiology,0.49,APPROVED,EQUAL,vvcb,1682679839449,4198632,Radionuclide sentinel lymph node study,Procedure,MAPS_TO,,vvcb,1682679838715,
12528,Neck US,4553,,Radiology,0.49,APPROVED,EQUAL,vvcb,1682669194090,4083108,US scan of neck,Procedure,MAPS_TO,,vvcb,1682669193677,
13190,Cardiac Pressure Wire & Cath Insertiont IR,3,,Radiology,0.54,APPROVED,EQUIVALENT,vvcb,1683212372909,4197753,Insertion of cardiac pressure wire using fluoroscopic guidance,Procedure,MAPS_TO,,<auto>,1682607055844,
12281,Internal Cardioversion IR,58,,Radiology,0.92,APPROVED,EQUAL,vvcb,1682610757345,4080249,Internal cardioversion,Procedure,MAPS_TO,,<auto>,1682607056235,
1024,Neck CT,4472,,Radiology,0.70,APPROVED,EQUAL,vvcb,1682669147944,4060499,CT of neck,Procedure,MAPS_TO,,vvcb,1682669147362,
13231,Ultrasound Guided Botox Injection,3,,Radiology,0.76,APPROVED,EQUAL,vvcb,1682672197765,44807890,Ultrasonography guided injection of Botulinum toxin,Procedure,MAPS_TO,,<auto>,1682607056328,
11852,Cholangio Pancreatography MRI,2396,,Radiology,0.64,APPROVED,EQUAL,vvcb,1682609578626,4194588,Magnetic resonance cholangiopancreatography,Procedure,MAPS_TO,,vvcb,1682609578282,
4698,Renogram MAG3 Scan NM,4469,,Radiology,0.48,APPROVED,EQUAL,vvcb,1682670270186,4346948,Tc99m-MAG3 renogram,Procedure,MAPS_TO,,<auto>,1682607056422,
4718,HX IR (IGCN),2,,Radiology,0.13,FLAGGED,EQUAL,vvcb,1682693733948,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607493944,
12181,Pacemaker Removal IR,58,,Radiology,0.77,APPROVED,EQUAL,vvcb,1682669610507,4270363,Removal of cardiac pacemaker,Procedure,MAPS_TO,,<auto>,1682607056485,
11424,HX IR (SGCN),4168,,Radiology,0.12,FLAGGED,EQUAL,vvcb,1682693733948,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607772714,
2814,Nephrostomy IR,2349,,Radiology,0.83,APPROVED,EQUAL,vvcb,1682669371801,4220029,Nephrostomy,Procedure,MAPS_TO,,<auto>,1682607056563,
494,Sella Turcica DX,2,,Radiology,0.61,APPROVED,EQUAL,vvcb,1682670458375,4196399,Radiologic examination of sella turcica,Procedure,MAPS_TO,,vvcb,1682670457641,
5510,HX IR (NGDY),4124,,Radiology,0.17,FLAGGED,EQUAL,vvcb,1682693733948,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607532132,
12539,Guided Skin Marking US,56,,Radiology,0.82,APPROVED,EQUAL,vvcb,1682668650593,4196157,Marking of skin using ultrasound guidance,Procedure,MAPS_TO,,vvcb,1682668650156,
1208,Tube Placement IR,2337,,Radiology,0.61,FLAGGED,EQUAL,vvcb,1682679804058,37204304,Implantation procedure,Procedure,MAPS_TO,,<auto>,1682607056953,
5452,Breast Scan NM,2,,Radiology,0.53,APPROVED,EQUAL,vvcb,1682609182933,4302790,Scintimammography,Procedure,MAPS_TO,,vvcb,1682609182527,
7689,Obstetric US,4118,,Radiology,0.85,APPROVED,EQUAL,vvcb,1682669541308,4152021,Ultrasound scan - obstetric,Procedure,MAPS_TO,,<auto>,1682607057157,
6345,Lower Extremity CT,56,,Radiology,0.68,APPROVED,EQUAL,vvcb,1682610930222,4082696,CT of lower limb,Procedure,MAPS_TO,,vvcb,1682610929769,
6556,Neuro Fluoroscopy,2,,Radiology,0.77,APPROVED,EQUAL,vvcb,1682675134350,4058316,Fluoroscopy - brain,Procedure,MAPS_TO,,vvcb,1682675133544,
10842,HX DX (CXFCY),56,,Radiology,0.19,FLAGGED,EQUAL,vvcb,1682693706432,1340204,History of event,Observation,MAPS_TO,,vvcb,1682607420693,
2885,ERCP + IR,4101,,Radiology,0.54,APPROVED,EQUAL,vvcb,1682610153399,4304943,Endoscopic retrograde cholangiopancreatography,Procedure,MAPS_TO,,<auto>,1682607057360,
13230,Repeat Foetal Anatomy US,2321,,Radiology,0.55,APPROVED,EQUAL,vvcb,1682670282439,4082534,Ultrasonography for antepartum monitoring of fetus,Procedure,MAPS_TO,,vvcb,1682670281686,
11783,Hycosy US,4074,,Radiology,0.41,APPROVED,EQUAL,vvcb,1682668729860,4082871,HYCOSY - Hysterosalpingo contrast sonography,Procedure,MAPS_TO,,vvcb,1682668729364,
347,Hip US,2285,,Radiology,0.46,APPROVED,EQUAL,vvcb,1682610669203,4085447,US scan of hip,Procedure,MAPS_TO,,vvcb,1682610668797,
383,Guided Thoracentesis US,55,,Radiology,0.76,APPROVED,EQUAL,vvcb,1682674612266,4148956,Ultrasonic guidance for thoracentesis,Procedure,MAPS_TO,,vvcb,1682674611510,
6563,Radiation Therapy Planning CT,2,,Radiology,0.78,APPROVED,EQUAL,vvcb,1682670211205,4079574,"CT guidance for treatment planning, external beam radiation therapy",Procedure,MAPS_TO,,<auto>,1682607057641,
1408,Shoulder MRI,2200,,Radiology,0.70,APPROVED,EQUAL,vvcb,1682671007980,4082711,MRI of shoulder,Procedure,MAPS_TO,,vvcb,1682671007272,
