sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:AdditionalInfo1,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AD/2348/7,Thromboprophylaxis,1,,VTE Assessment (ClinDoc 6.4),0.46,FLAGGED,WIDER,vvcb,1705058365096,4306422,Thrombophilia screening,Measurement,MAPS_TO,,<auto>,1704898321099,
RD/5389/83,Are they currently safe with an appropriate adult?,138,,NHS 111 - A&E Triage (verjul06),0.22,FLAGGED,WIDER,vvcb,1705060873454,4158640,Profile of communicative appropriateness,Measurement,MAPS_TO,,<auto>,1704898321364,
AG/43/12/155/4,Voided?,39,,Recovery Room Assessment 2nd Stage,0.25,FLAGGED,WIDER,vvcb,1705047506988,4089953,Voided urinary volume,Measurement,MAPS_TO,,<auto>,1704898321411,
AG/1083/1/87/7,Total,225,,A-E Assessment,0.60,FLAGGED,WIDER,vvcb,1705058379102,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1704898321755,
AG/1083/1/87/8,Eye Graph,4,,Safeguarding Additional Clinical Entry,0.47,APPROVED,WIDER,vvcb,1705062146144,4084277,Glasgow Coma Score eye opening subscore,Observation,MAPS_TO,,vvcb,1705062143300,
MC/4850/42/130/2,Type,3531,,Intra-Operative Assessment Renal Part 1,0.66,FLAGGED,WIDER,vvcb,1705058640125,37399698,Genotype,Measurement,MAPS_TO,,<auto>,1704898321849,
AG/928/1/804/1,Diabetic?,1,,Theatre Pre-Op Adult Assmt (August 2007),0.53,FLAGGED,EQUAL,vvcb,1704969361051,4047556,Diabetic retinopathy screening,Measurement,MAPS_TO,,<auto>,1704898322021,
AG/20/24/258/14,Relief Level,4,,Pain Assessment,0.46,FLAGGED,EQUAL,vvcb,1704975493494,37394445,Uric acid level,Measurement,MAPS_TO,,<auto>,1704898323068,
AG/158/1/61/5,Reaction Type,3,,Allergy/Ht/Wt/BMI Assess Paed (new),0.47,FLAGGED,EQUAL,vvcb,1705060916471,4097741,Rh system antigen type determination,Measurement,MAPS_TO,,<auto>,1704898324318,
AG/1083/1/87/3,Motor Response,225,,A-E Assessment,0.57,APPROVED,EQUAL,vvcb,1704972938298,4237719,Motor response,Observation,MAPS_TO,,vvcb,1704972931330,
AD/1918/2,Cardiovascular/Circulation Care Delivered,1,,NEW Care Plan: Infection Control/Temperature,0.42,FLAGGED,EQUIVALENT,vvcb,1704962883810,4108719,Cardiovascular pressure,Measurement,MAPS_TO,,<auto>,1704898325333,
AG/1262/1/99/5,Reason,4,,Elective Surgery Inpatient Admission Assessment (2015),0.40,FLAGGED,EQUAL,vvcb,1704975407909,4158646,Reasons for eating scale,Measurement,MAPS_TO,,<auto>,1704898325646,
MC/6084/25/370/6,Prescription/TCES CODE,39,,T/Occupational Therapy Pre-op Assessment,0.24,FLAGGED,EQUAL,vvcb,1704975227242,4228438,p,Measurement,MAPS_TO,,<auto>,1704898325677,
AD/1918/1,Cardiovascular/Circulation Aims/Objectives Achieved,1,,NEW Care Plan: Infection Control/Temperature,0.32,FLAGGED,EQUAL,vvcb,1704962848651,4108719,Cardiovascular pressure,Measurement,MAPS_TO,,<auto>,1704898326021,
AG/2658/2/1537/17,Regular Analgesia Prescribed,3526,,NEW Care Plan: Orthopaedic Post Op,0.29,FLAGGED,EQUAL,vvcb,1704975475675,44810008,Number of hours oxygen therapy prescribed per day,Measurement,MAPS_TO,,<auto>,1704898326052,
AD/67/6,Wt - Percentile,3,,Malnutrition Universal Screening Tool (MUST) (2015),0.42,APPROVED,WIDER,vvcb,1705047467150,607552,Weight for age percentile,Measurement,MAPS_TO,,vvcb,1705047372893,
AG/61/1/107/2,Clothing,1,,A&E Admission Assessment,0.41,FLAGGED,EQUIVALENT,vvcb,1704968851353,4020252,Cephalothin measurement,Measurement,MAPS_TO,,<auto>,1704898326536,
AG/1083/1/87/1,Eye Response,225,,A-E Assessment,0.63,APPROVED,EQUAL,vvcb,1704969878968,4154920,Pupil reaction,Observation,MAPS_TO,,vvcb,1704969871147,
RD/5389/85,Does the parents attendance/presentation put their child at risk?,138,,NHS 111 - A&E Triage (verjul06),0.27,FLAGGED,EQUAL,vvcb,1704969429710,46286097,HoNOSCA (Health of the Nation Outcome Scales for Children and Adolescents) rating scale 13 - poor school attendance,Measurement,MAPS_TO,,<auto>,1704898326740,
AG/1286/1/905/5,Severity,4,,Paediatric Allergies and Current Medications,0.57,FLAGGED,EQUAL,vvcb,1704975872260,4169152,Injury severity score,Measurement,MAPS_TO,,<auto>,1704898327021,
MC/5585/37/542/6,A - E Assessment,3510,,MANUAL Ward Vital Signs,0.58,FLAGGED,WIDER,vvcb,1705059288823,4110156,Guide to early movement skills checklist,Measurement,MAPS_TO,,<auto>,1704898327271,
AG/39/1/62/5,Onset date,39,,zzAllergy/Ht/Wt/BMI - Adult*,0.31,FLAGGED,EQUAL,vvcb,1704974627914,4267971,Age of onset of menstruation,Measurement,MAPS_TO,,<auto>,1704898327286,
AG/20/24/258/13,Relief Measure,138,,SAU Assessment,0.48,FLAGGED,EQUAL,vvcb,1704975493494,4107050,Tin measurement,Measurement,MAPS_TO,,<auto>,1704898327396,
AD/1098/1,BMI Available?,1,,Moving and Handling Assessment (2015),0.29,FLAGGED,UNREVIEWED,vvcb,1704962342968,4245997,Body mass index,Measurement,MAPS_TO,,<auto>,1704898327490,
AG/1083/1/87/2,Verbal Response,225,,A-E Assessment,0.54,APPROVED,WIDER,vvcb,1705059214692,4084912,Glasgow Coma Scale verbal response subscore,Observation,MAPS_TO,,vvcb,1705059210014,
AD/2038/3,WCC,3507,,Tissue Viability Referral (NTOP),0.64,FLAGGED,WIDER,vvcb,1705047495442,37393316,Differential white cell count,Measurement,MAPS_TO,,<auto>,1704898327958,
AG/1083/1/87/10,Motor Graph,4,,Safeguarding Additional Clinical Entry,0.36,APPROVED,EQUAL,vvcb,1705062303178,4237719,Motor response,Observation,MAPS_TO,,vvcb,1705062298585,
RD/6039/45,Rehabilitation Needs,3,,E/Major Trauma Rehabilitation Prescription,0.50,FLAGGED,EQUAL,vvcb,1704975493494,4164995,Lincoln rehabilitation assessment,Measurement,MAPS_TO,,<auto>,1704898328193,
RD/6090/23,Plan,138,,Tracheostomy Ward Round Form,0.38,FLAGGED,EQUAL,vvcb,1704975118775,4053186,Plant identification procedure,Measurement,MAPS_TO,,<auto>,1704898328271,
AG/604/1/63/5,Severity,39,,Allergy/Ht/Wt/BMI Assess Paed (new),0.57,FLAGGED,EQUAL,vvcb,1704975872260,4169152,Injury severity score,Measurement,MAPS_TO,,<auto>,1704898328411,
AD/1922/1,Elimination Aims/Objectives Achieved,1,,NEW Care Plan: Pressure Ulcer,0.23,FLAGGED,EQUAL,vvcb,1704969609201,40481480,Social training achievement record,Measurement,MAPS_TO,,<auto>,1704898328646,
AG/1083/1/87/9,Verbal Graph,225,,A-E Assessment,0.48,APPROVED,WIDER,vvcb,1705059226407,4084912,Glasgow Coma Scale verbal response subscore,Observation,MAPS_TO,,vvcb,1705059223473,
AG/158/1/61/6,Severity,4,,Allergy/Ht/Wt/BMI Assess Paed (new),0.57,FLAGGED,EQUAL,vvcb,1704975872260,4169152,Injury severity score,Measurement,MAPS_TO,,<auto>,1704898329146,
AD/890/1,GI Support Days,3502,,Neurosurgery Critical Care MDS Assessment,0.30,FLAGGED,EQUAL,vvcb,1705060922173,4158759,Social support questionnaire,Measurement,MAPS_TO,,<auto>,1704898329256,
AG/1118/1/873/1,Neurological Deficit Disorders,1,,Moving and Handling Assessment (2015),0.49,FLAGGED,EQUAL,vvcb,1704973472897,36714050,Neurological Disorders Depression Inventory in Epilepsy,Measurement,MAPS_TO,,<auto>,1704898329365,
AG/1028/1/801/8,NRT offered?,39,,Smoking/Vaping Assessment,0.17,FLAGGED,EQUAL,vvcb,1704973565648,4136436,Coffee RAST,Measurement,MAPS_TO,,<auto>,1704898329677,
AG/26/2/73/2,Descriptn,3,,A&E Admission Assessment,0.42,FLAGGED,EQUAL,vvcb,1704969306679,4228438,p,Measurement,MAPS_TO,,<auto>,1704898329724,
AG/1286/1/905/8,Reported on,138,,Allergy Assessment,0.47,FLAGGED,EQUAL,vvcb,1704975525738,4166598,Reporters tests,Measurement,MAPS_TO,,<auto>,1704898329912,
AG/1083/1/87/10,Motor Graph,225,,A-E Assessment,0.36,APPROVED,EQUAL,vvcb,1705062303178,4237719,Motor response,Observation,MAPS_TO,,vvcb,1705062298585,
AD/1935/4,Sleep Personal Preferences,1,,NEW Care Plan: Communication/Social Requirements,0.32,FLAGGED,EQUAL,vvcb,1704980146619,4212897,Thrombin time reference,Measurement,MAPS_TO,,<auto>,1704898330193,
AG/22/29/186/11,Comment,4,,Laceration/Bruise/Burn Assessment,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898330521,
AG/2658/6/1556/5,Ensure adequate bladder function,3491,,NEW Care Plan: Orthopaedic Post Op,0.43,FLAGGED,EQUAL,vvcb,1704969628535,37398230,Liver function test,Measurement,MAPS_TO,,<auto>,1704898330990,
AD/1936/2,Sleep Care Delivered,1,,NEW Care Plan: Anti Embolism Stocking,0.38,FLAGGED,EQUAL,vvcb,1704980146619,40483776,Total radiation dose delivered,Measurement,MAPS_TO,,<auto>,1704898331131,
AG/1091/1/869/2,New Event/Trauma?,138,,Emergency Admission Assessment (2015),0.28,FLAGGED,EQUAL,vvcb,1704973472897,4169493,Trauma index,Measurement,MAPS_TO,,<auto>,1704898331240,
AG/2076/6/1340/3,Description,39,,Output - Drains/Tubes,0.55,FLAGGED,EQUAL,vvcb,1704969306679,4228438,p,Measurement,MAPS_TO,,<auto>,1704898331271,
AD/61/1,Possessions/Valuables*,3,,Critical Care Admission Assessment,0.19,FLAGGED,EQUAL,vvcb,1704975144344,37111193,Evaluation of Social Interaction,Measurement,MAPS_TO,,<auto>,1704898331365,
AG/604/1/63/6,Onset date,223,,A&E Triage (verjul06),0.31,FLAGGED,EQUAL,vvcb,1704974627914,4267971,Age of onset of menstruation,Measurement,MAPS_TO,,<auto>,1704898331521,
AG/1063/1/844/5,Liver disease?,1,,Elective Surgery Inpatient Admission Assessment (2015),0.33,FLAGGED,WIDER,vvcb,1705061612434,765432,Pediatric end stage liver disease score,Measurement,MAPS_TO,,<auto>,1704898331521,
AD/2038/5,Albumin,3485,,Tissue Viability Referral (NTOP),0.79,FLAGGED,WIDER,vvcb,1705059298376,4017497,"Albumin measurement, serum",Measurement,MAPS_TO,,<auto>,1704898331709,
AG/604/1/63/6,Onset date,4,,Allergy/Ht/Wt/BMI - Adult,0.31,FLAGGED,EQUAL,vvcb,1704974627914,4267971,Age of onset of menstruation,Measurement,MAPS_TO,,<auto>,1704898331896,
AG/2557/1/1505/3,Refer to CAMHS?,39,,Paediatric Activities of Daily Living (ADL) Care Plan,0.26,FLAGGED,EQUAL,vvcb,1704975475675,4037230,SAMHSA drug assay confirmation method,Measurement,MAPS_TO,,<auto>,1704898332724,
AD/2038/4,CRP,3461,,Tissue Viability Referral (NTOP),0.37,FLAGGED,EQUAL,vvcb,1704969015605,4208414,C-reactive protein measurement,Measurement,MAPS_TO,,<auto>,1704898332787,
AD/2594/1,Further details,137,,Paediatric Activities of Daily Living (ADL) Care Plan,0.23,FLAGGED,EQUAL,vvcb,1704971171531,4222151,"Arsenic measurement, nails",Measurement,MAPS_TO,,<auto>,1704898332849,
AG/771/1/774/20,Dexterity,4,,Bowen Independence Assessment Score,0.42,FLAGGED,EQUAL,vvcb,1704969361051,4157240,Bennett's test of manual dexterity,Measurement,MAPS_TO,,<auto>,1704898333037,
AG/1286/1/905/8,Reported on,3,,NHS 111 - A&E Triage (verjul06),0.47,FLAGGED,EQUAL,vvcb,1704975542946,4166598,Reporters tests,Measurement,MAPS_TO,,<auto>,1704898333037,
AD/1918/4,Cardiovascular/Circulation Next Assessment,1,,NEW Care Plan: Anti Embolism Stocking,0.42,FLAGGED,EQUIVALENT,vvcb,1704962883810,4108719,Cardiovascular pressure,Measurement,MAPS_TO,,<auto>,1704898333052,
AD/1153/1,Patient Co-operative?,1,,Falls Assessment and Prevention Plan (2015),0.38,FLAGGED,EQUAL,vvcb,1704975022006,4167745,Co-op function charts,Measurement,MAPS_TO,,<auto>,1704898333177,
AG/1089/1/867/13,Add'l Information,222,,Emergency Admission Assessment (2015),0.21,FLAGGED,WIDER,vvcb,1705059275057,4158746,Ross information processing assessment,Measurement,MAPS_TO,,<auto>,1704898333240,
RD/6090/7,Secretion Load,137,,Tracheostomy Ward Round Form,0.56,FLAGGED,EQUAL,vvcb,1704975838042,4017340,Secretin measurement,Measurement,MAPS_TO,,<auto>,1704898334021,
AG/22/12/102/3,Locatn,3,,Adult Inpatient Admission Assessment,0.30,FLAGGED,EQUAL,vvcb,1704972249304,4159699,Feelings of fatness questionnaire,Measurement,MAPS_TO,,<auto>,1704898334146,
AD/2385/12,Comments,38,,PAINAD Score - Pain Assessment in Advanced Dementia,0.33,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898334193,
AD/78/1,Comment,4,,Newborn Data Set Assessment,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898334521,
AG/20/24/258/14,Relief Level,38,,MAU Triage,0.46,FLAGGED,EQUAL,vvcb,1704975493494,37394445,Uric acid level,Measurement,MAPS_TO,,<auto>,1704898334803,
RD/5590/28,Behaviour appropriate?,222,,SAU Assessment,0.55,FLAGGED,WIDER,vvcb,1705061584590,4157239,Behavior rating scale,Measurement,MAPS_TO,,<auto>,1704898334803,
AG/2104/4/1365/10,If appropriate measure & apply anti-embolism stockings,3442,,NEW Care Plan: Anti Embolism Stocking (2022) (ClinDoc),0.31,FLAGGED,EQUAL,vvcb,1704971862089,4186103,Anti enterocyte antibody level,Measurement,MAPS_TO,,<auto>,1704898334928,
AD/2100/1,Pressure Ulcer Care Delivered,1,,NEW Care Plan: Pain,0.49,FLAGGED,EQUAL,vvcb,1704975260660,40481487,Braden pressure ulcer risk score,Measurement,MAPS_TO,,<auto>,1704898334990,
AD/1934/4,Safe Environment/Neurological Next Assessment,1,,NEW Care Plan: Mobilisation/Moving/Handling,0.46,FLAGGED,EQUAL,vvcb,1704975724780,4232564,Safety assessment of function and the environment for rehabilitation,Measurement,MAPS_TO,,<auto>,1704898335224,
AG/11/4/87/5,Comment,3,,Resuscitation,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898335568,
RD/5379/27,AE Visit History,137,,A&E Triage (verjul06),0.35,FLAGGED,WIDER,vvcb,1705059288823,4070285,Volume history of lung,Measurement,MAPS_TO,,<auto>,1704898335818,
AG/39/1/62/5,Onset date,4,,A&E Nursing Assessment,0.31,FLAGGED,EQUAL,vvcb,1704974627914,4267971,Age of onset of menstruation,Measurement,MAPS_TO,,<auto>,1704898335990,
AG/11/24/776/5,Orientation,1,,Spinal Cord Assessment,0.62,FLAGGED,EQUAL,vvcb,1704974627914,4128253,Life orientation test,Measurement,MAPS_TO,,<auto>,1704898336568,
AD/1283/1,Datix Form Completed?,1,,Elective Surgery Inpatient Admission Assessment (2015),0.23,FLAGGED,EQUAL,vvcb,1704969144386,4132152,Complete blood count,Measurement,MAPS_TO,,<auto>,1704898336647,
AG/2038/27/1388/23,Info to Relatives,38,,Tissue Viability Referral (NTOP),0.32,FLAGGED,EQUAL,vvcb,1704971920166,4165428,Relative Stress Scale,Measurement,MAPS_TO,,<auto>,1704898336787,
RD/5590/26,Concerning number of attendances?,221,,SAU Assessment,0.31,FLAGGED,EQUIVALENT,vvcb,1704968886203,4089556,Number of tampons,Measurement,MAPS_TO,,<auto>,1704898336959,
AG/20/26/258/6,Description,3,,Adult Inpatient Admission Assessment,0.55,FLAGGED,EQUAL,vvcb,1704969306679,4228438,p,Measurement,MAPS_TO,,<auto>,1704898337272,
AG/2658/9/1540/8,Manual handling requirements,3434,,NEW Care Plan: Orthopaedic Post Op,0.31,FLAGGED,EQUAL,vvcb,1704972731277,4176399,Handling of microbiologic test report,Measurement,MAPS_TO,,<auto>,1704898337412,
AG/1055/1/809/6,High BP?,1,,Elective Surgery Inpatient Admission Assessment (2015),0.16,FLAGGED,EQUAL,vvcb,1704971786187,4120182,High risk tumor,Measurement,MAPS_TO,,<auto>,1704898337881,
AD/1191/6,BEDSIDE ACCESS NEEDED NO,137,,Emergency Admission Assessment (2015),0.46,FLAGGED,WIDER,vvcb,1705060873454,4298388,Bedside laboratory testing,Measurement,MAPS_TO,,<auto>,1704898338147,
AD/1929/2,Nutrition Interventions,1,,NEW Care Plan: Pain,0.36,FLAGGED,EQUAL,vvcb,1704973573992,4062650,Malnutrition screening,Measurement,MAPS_TO,,<auto>,1704898338194,
AG/2658/11/1542/8,Nutrition,3433,,NEW Care Plan: Orthopaedic Post Op,0.53,FLAGGED,EQUAL,vvcb,1704973565648,4062650,Malnutrition screening,Measurement,MAPS_TO,,<auto>,1704898338617,
AG/1072/1/854/13,Is the patient able to complete the assessment?,4,,Elective Surgery Inpatient Admission Assessment (2015),0.34,FLAGGED,EQUAL,vvcb,1704972023875,45771412,Peter and the cat narrative assessment,Measurement,MAPS_TO,,<auto>,1704898338664,
RD/4745/48,Current Treatment Plan,221,,Holistic Needs Assessment,0.43,FLAGGED,EQUAL,vvcb,1704969087834,46286499,Current View,Measurement,MAPS_TO,,<auto>,1704898338773,
AD/11/4,Glasgow Coma Scale - Adult*,38,,A&E Triage,0.87,APPROVED,EQUAL,vvcb,1704900052809,4296538,Glasgow coma scale,Measurement,MAPS_TO,,<auto>,1704898338883,
AG/1165/1/877/10,Date Completed,1,,Moving and Handling Assessment (2015),0.50,FLAGGED,EQUAL,vvcb,1704969144386,4132152,Complete blood count,Measurement,MAPS_TO,,<auto>,1704898339024,
AD/1930/2,Nutrition Care Delivered,3,,NEW Care Plan: Mobilisation/Moving/Handling,0.43,FLAGGED,EQUAL,vvcb,1704973573992,40483776,Total radiation dose delivered,Measurement,MAPS_TO,,<auto>,1704898339071,
MC/3995/35/124/1,Type,3428,,Intra-Operative Assessment Part 1,0.66,FLAGGED,WIDER,vvcb,1705058640125,37399698,Genotype,Measurement,MAPS_TO,,<auto>,1704898339352,
AD/22/6,Skin Turgour,4,,Skin Assessment,0.37,FLAGGED,EQUAL,vvcb,1704980146619,4265708,Temperature of skin,Measurement,MAPS_TO,,<auto>,1704898339633,
AG/1227/1/886/6,Frequency,136,,Wound Assessment (2015),0.74,FLAGGED,EQUAL,vvcb,1704971141372,4313591,Respiratory rate,Measurement,MAPS_TO,,<auto>,1704898339680,
AD/2343/2,Start Advisory Note,1,,Paediatric And Adult Ward Expected Child Death Checklist,0.36,FLAGGED,WIDER,vvcb,1705058290418,40493182,European pressure ulcer advisory panel classification system,Measurement,MAPS_TO,,<auto>,1704898340024,
AG/2658/11/1542/10,Comments,221,,NEW Care Plan: Orthopaedic Post Op,0.33,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898340180,
RD/3769/4,Comment,38,,Urine Pregnancy Test - POC,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898340211,
AD/67/2,Wt (kg),3,,Allergy/Ht/Wt/BMI - Adult*,0.25,APPROVED,EQUAL,vvcb,1705047462422,4099154,Body weight,Measurement,MAPS_TO,,vvcb,1705047414926,
AG/1083/1/87/3,Motor Response,4,,Safeguarding Additional Clinical Entry,0.57,APPROVED,EQUAL,vvcb,1704972938298,4237719,Motor response,Observation,MAPS_TO,,vvcb,1704972931330,
AD/2129/2,Reason for Telemetry,1,,Telemetry Request,0.31,FLAGGED,EQUAL,vvcb,1704975407909,4158646,Reasons for eating scale,Measurement,MAPS_TO,,<auto>,1704898340914,
AG/1247/2/903/33,Inspired O2 L.,1,,Elective Surgery Inpatient Admission Assessment (2015),0.39,APPROVED,EQUAL,vvcb,1705062257000,4141684,Delivered oxygen flow rate,Measurement,MAPS_TO,,vvcb,1705062253611,
RD/4772/32,Treatment Offered,3425,,VTE Assessment (Old Version),0.40,FLAGGED,WIDER,vvcb,1705058628121,44804874,Treatment outcomes profile,Measurement,MAPS_TO,,<auto>,1704898341086,
AG/1086/1/864/14,Personal Preferences,136,,Emergency Admission Assessment (2015),0.41,FLAGGED,EQUAL,vvcb,1704975081167,4212897,Thrombin time reference,Measurement,MAPS_TO,,<auto>,1704898341180,
AD/158/1,Allergy - Latex*,38,,Allergy/Ht/Wt/BMI - Adult,0.56,APPROVED,EQUIVALENT,vvcb,1705061318995,604826,Allergy to Hevea brasiliensis latex protein,Observation,MAPS_TO,,vvcb,1705061315584,
AG/2646/4/1535/4,Update Bedside Board,220,,NEW Care Plan: Planned Pre-operative,0.42,FLAGGED,WIDER,vvcb,1705058647277,4298388,Bedside laboratory testing,Measurement,MAPS_TO,,<auto>,1704898341555,
MC/2418/77/696/15,Reason,1,,Mindray Ward Vital Signs,0.40,FLAGGED,EQUAL,vvcb,1704975407909,4158646,Reasons for eating scale,Measurement,MAPS_TO,,<auto>,1704898342039,
AG/20/24/258/11,Non-Verbal,4,,A&E Triage,0.51,FLAGGED,EQUAL,vvcb,1704973558101,4166747,Wechsler intelligence non-verbal performance assessment,Measurement,MAPS_TO,,<auto>,1704898342133,
RD/3690/12,Concerns1,136,,Holistic Needs Assessment,0.20,FLAGGED,EQUIVALENT,vvcb,1704968886203,4057453,Sperm concentration measurement,Measurement,MAPS_TO,,<auto>,1704898342461,
AG/57/2/88/2,Ht,1,,Allergy/Ht/Wt/BMI - Adult,0.29,APPROVED,EQUAL,vvcb,1704971829395,607590,Body height,Measurement,MAPS_TO,,vvcb,1704971823580,
RD/5401/19,SPO2 (Resp Disease),3424,,MANUAL Ward Vital Signs,0.51,APPROVED,EQUAL,vvcb,1704980494652,4196147,Peripheral oxygen saturation,Measurement,MAPS_TO,,vvcb,1704980489359,
AG/1164/1/876/1,Moving in Bed,1,,Bed/Trolley Rails Risk Assessment (2015),0.25,FLAGGED,EQUAL,vvcb,1704973223507,37393507,Bovine insulin RAST test,Measurement,MAPS_TO,,<auto>,1704898342602,
AD/27/6,WNL/WNL Except - M/S Cardio/Resp 3,38,,Adult Inpatient Admission Assessment,0.18,FLAGGED,WIDER,vvcb,1705047427760,37392682,Base excess,Measurement,MAPS_TO,,<auto>,1704898342680,
AD/1191/2,Consent to store patient clinical notes at the bedside?,3,,Elective Surgery Inpatient Admission Assessment (2015),0.38,FLAGGED,EQUIVALENT,vvcb,1704968952721,4298388,Bedside laboratory testing,Measurement,MAPS_TO,,<auto>,1704898343368,
AD/26/12,Chest Wall Movement,4,,Adult Inpatient Admission Assessment,0.51,FLAGGED,EQUIVALENT,vvcb,1704962883810,4090321,Chest wall compliance,Measurement,MAPS_TO,,<auto>,1704898343586,
AG/20/24/258/11,Non-Verbal,136,,SAU Assessment,0.51,FLAGGED,EQUAL,vvcb,1704973558101,4166747,Wechsler intelligence non-verbal performance assessment,Measurement,MAPS_TO,,<auto>,1704898343618,
AG/937/1/812/2,Non-smoker?,1,,Theatre Pre-Op Adult Assmt (August 2007),0.28,FLAGGED,EQUAL,vvcb,1704973548757,37394245,Urine non-sex hormone levels,Measurement,MAPS_TO,,<auto>,1704898343727,
RD/5590/27,Inappropriate delay in seeking treatment?,219,,SAU Assessment,0.22,FLAGGED,EQUAL,vvcb,1704971875745,4158640,Profile of communicative appropriateness,Measurement,MAPS_TO,,<auto>,1704898343836,
RD/5401/45,SPO2 Resp Dis Score,3423,,MANUAL Ward Vital Signs,0.52,FLAGGED,WIDER,vvcb,1705064160508,4096101,Measurement of oxygen saturation at periphery,Measurement,MAPS_TO,,<auto>,1704898343930,
AG/11/4/87/5,Comment,38,,Recovery Room Assessment 2nd Stage,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898344071,
