sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:AdditionalInfo1,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
MC/2418/37/542/28,Give IV Antibiotics,4189,,Mindray Ward Vital Signs,0.41,FLAGGED,EQUAL,vvcb,1704971564652,4238661,Antibiotic measurement,Measurement,MAPS_TO,,<auto>,1704898979638,
AG/2154/1/1441/4,Current Medication,763,,Paediatric Allergies and Current Medications,0.53,FLAGGED,EQUAL,vvcb,1704969087834,46286499,Current View,Measurement,MAPS_TO,,<auto>,1704898979716,
AD/877/1,Admission Type,27954,,Critical Care MDS Assessment,0.58,FLAGGED,WIDER,vvcb,1705059288823,4160327,Heart rate on admission,Measurement,MAPS_TO,,<auto>,1704898979841,
AG/2780/3/1599/5,Inner cannula,1673,,Tracheostomy Care Bundle,0.27,FLAGGED,EQUAL,vvcb,1704971920166,4040368,Bovine inner ear antigen assay,Measurement,MAPS_TO,,<auto>,1704898980107,
RD/5389/94,Actions Taken,149555,,A&E Triage (verjul06),0.34,FLAGGED,UNREVIEWED,vvcb,1704901334080,4087806,Uptake measurement,Measurement,MAPS_TO,,<auto>,1704898980310,
AG/1049/1/839/10,Home/Mob Phone,9,,Elective Surgery Inpatient Admission Assessment (2015),0.19,FLAGGED,EQUAL,vvcb,1704971798415,4149382,Endocrine/metabolic screening,Measurement,MAPS_TO,,<auto>,1704898980357,
AG/16/17/49/9,Trauma,17,,Newborn Data Set Assessment,0.74,FLAGGED,WIDER,vvcb,1705058628121,4169493,Trauma index,Measurement,MAPS_TO,,<auto>,1704898980560,
RD/5585/75,PEEP,760,,MANUAL Ward Vital Signs,0.29,FLAGGED,EQUAL,vvcb,1704975081167,4155019,Rotational atherectomy speed,Measurement,MAPS_TO,,<auto>,1704898980732,
AD/2077/4,Where else does the baby sleep?,1222,,Paediatric Sleep Assessment,0.17,FLAGGED,WIDER,vvcb,1705047479128,46273534,Epworth Sleepiness Scale,Measurement,MAPS_TO,,<auto>,1704898980810,
RD/2418/23,Inspired O2 L.,27831,,Mindray Ward Vital Signs,0.39,APPROVED,EQUAL,vvcb,1705062257000,4141684,Delivered oxygen flow rate,Measurement,MAPS_TO,,vvcb,1705062253611,
AG/1286/1/905/4,Reaction Type,4164,,Allergy Documentation,0.47,FLAGGED,EQUAL,vvcb,1705060916471,4097741,Rh system antigen type determination,Measurement,MAPS_TO,,<auto>,1704898981029,
AD/113/1,Birth Wt,149166,,Newborn Data Set Assessment,0.54,FLAGGED,WIDER,vvcb,1705061591199,4264825,Birth weight,Measurement,MAPS_TO,,<auto>,1704898981091,
AD/2142/1,Follow Up Care heading,1670,,Paediatric Discharge Criteria Assessment,0.35,FLAGGED,EQUAL,vvcb,1704970728598,4029346,Head up,Measurement,MAPS_TO,,<auto>,1704898981591,
AD/1191/1,Consent Signed?,9,,Elective Surgery Inpatient Admission Assessment (2015),0.18,FLAGGED,EQUIVALENT,vvcb,1704968952721,44783237,Test for Homan sign,Measurement,MAPS_TO,,<auto>,1704898981654,
AG/158/1/61/8,Informant,17,,Allergy/Smoking Update,0.43,FLAGGED,EQUAL,vvcb,1704971920166,4158746,Ross information processing assessment,Measurement,MAPS_TO,,<auto>,1704898981888,
AG/16/17/49/3,Date/Time,149031,,Newborn Data Set Assessment,0.38,FLAGGED,EQUAL,vvcb,1704969113889,4090332,Dead space/tidal volume ratio,Measurement,MAPS_TO,,<auto>,1704898982154,
AG/2076/2/1336/3,Description,757,,Output - Drains/Tubes,0.55,FLAGGED,EQUAL,vvcb,1704969306679,4228438,p,Measurement,MAPS_TO,,<auto>,1704898982310,
AG/58/1/89/3,Accomp By,9,,Critical Care Admission Assessment,0.31,FLAGGED,UNREVIEWED,vvcb,1704901319615,4296994,CAMP test,Measurement,MAPS_TO,,<auto>,1704898982466,
AD/883/1,Discharge Date/Time,4153,,Neonatal Critical Care MDS Assessment,0.32,FLAGGED,EQUAL,vvcb,1704969381802,4013817,Physical disability discharge score,Measurement,MAPS_TO,,<auto>,1704898982623,
AD/1234/1,Medical History,27825,,Emergency Admission Assessment (2015),0.46,FLAGGED,EQUAL,vvcb,1704972762684,4070285,Volume history of lung,Measurement,MAPS_TO,,<auto>,1704898982998,
AD/2140/1,Physio heading,1670,,Paediatric Discharge Criteria Assessment,0.31,FLAGGED,EQUAL,vvcb,1704975118775,4029346,Head up,Measurement,MAPS_TO,,<auto>,1704898983123,
AG/11/30/790/5,Comment,17,,A&E Triage (verjul06),0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898983185,
AD/803/1,Birth Order,148982,,Newborn Data Set Assessment,0.54,FLAGGED,WIDER,vvcb,1705061591199,4264825,Birth weight,Measurement,MAPS_TO,,<auto>,1704898983388,
AD/2077/25,Do you have a plan to manage safe sleep for your baby in different circumstances?,1221,,Paediatric Sleep Assessment,0.26,FLAGGED,EQUAL,vvcb,1704969490838,4105292,Suicide intent score subscale - attempt circumstances,Measurement,MAPS_TO,,<auto>,1704898983654,
AG/158/1/61/5,Reaction Type,9,,NHS 111 - A&E Triage (verjul06),0.47,FLAGGED,EQUAL,vvcb,1705060916471,4097741,Rh system antigen type determination,Measurement,MAPS_TO,,<auto>,1704898983873,
AG/604/1/63/8,Reported on,757,,Allergy/Ht/Wt/BMI Assess Adult (new),0.47,FLAGGED,EQUAL,vvcb,1704975525738,4166598,Reporters tests,Measurement,MAPS_TO,,<auto>,1704898983888,
AD/2025/2,Date/Time,27755,,Emergency Admission Assessment (2015),0.38,FLAGGED,EQUAL,vvcb,1704969113889,4090332,Dead space/tidal volume ratio,Measurement,MAPS_TO,,<auto>,1704898983982,
AD/1001/1,Mobility,17,,Adult Inpatient Admission Assessment,0.70,FLAGGED,EQUAL,vvcb,1704972842056,4064496,Mobility screening,Measurement,MAPS_TO,,<auto>,1704898984029,
AD/769/1,HPC,148398,,A&E Triage,0.16,FLAGGED,EQUAL,vvcb,1704971805482,37398768,Dengue polymerase chain reaction,Measurement,MAPS_TO,,<auto>,1704898984232,
AG/1247/2/903/25,SPO2 Score (Resp Disease),4145,,Emergency Admission Assessment (2015),0.47,APPROVED,EQUAL,vvcb,1705062386413,37208375,Royal College of Physicians NEWS2 (National Early Warning Score 2) - oxygen saturation scale 1 score,Measurement,MAPS_TO,,vvcb,1705062383763,
AD/173/19,BM,1214,,Blood Glucose - POC,0.30,APPROVED,WIDER,vvcb,1705061996759,37399654,Blood glucose level,Measurement,MAPS_TO,,vvcb,1705061992908,
AG/26/9/250/1,Rate,17,,Adult Inpatient Admission Assessment,0.36,FLAGGED,WIDER,vvcb,1704975370795,4239408,Heart rate,Measurement,MAPS_TO,,<auto>,1704898984607,
AG/90/1/99/9,Drug name,9,,Critical Care Admission Assessment,0.56,FLAGGED,EQUAL,vvcb,1704969502682,4304620,Drug RAST,Measurement,MAPS_TO,,<auto>,1704898984904,
AD/2139/1,Clinical Assessment heading,1670,,Paediatric Discharge Criteria Assessment,0.58,FLAGGED,EQUIVALENT,vvcb,1704968851353,36684923,Transition readiness assessment,Measurement,MAPS_TO,,<auto>,1704898984904,
MC/5401/37/237/15,Reason,4135,,MANUAL Ward Vital Signs,0.40,FLAGGED,EQUAL,vvcb,1704975407909,4158646,Reasons for eating scale,Measurement,MAPS_TO,,<auto>,1704898985326,
RD/5367/63,O2 Delivery Device Score,754,,A&E Triage (verjul06),0.45,APPROVED,EQUAL,vvcb,1704974504486,37208377,Royal College of Physicians NEWS2 (National Early Warning Score 2) - air or oxygen score,Measurement,MAPS_TO,,vvcb,1704974497279,
AD/841/1,Bed Rest Maintained,27736,,Theatre DCU Discharge Summary,0.32,FLAGGED,WIDER,vvcb,1705060873454,37392824,Plantain RAST test,Measurement,MAPS_TO,,<auto>,1704898985607,
RD/6587/23,Start Date/Time,1210,,Dietetics Referral - Nursing Assessment,0.33,FLAGGED,WIDER,vvcb,1705058290418,4090332,Dead space/tidal volume ratio,Measurement,MAPS_TO,,<auto>,1704898985607,
AG/1119/1/874/2,On Table > 6 Hrs,148289,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.37,FLAGGED,EQUAL,vvcb,1704974627914,4065542,Measurement of urine volume over 6 hours,Measurement,MAPS_TO,,<auto>,1704898985685,
AG/2038/27/1388/2,Category,17,,Tissue Viability Referral (TVR),0.84,FLAGGED,EQUIVALENT,vvcb,1704962883810,4150856,Category test,Measurement,MAPS_TO,,<auto>,1704898985857,
AD/20/23,Chest Pain Lev*,9,,Adult Inpatient Admission Assessment,0.73,FLAGGED,EQUIVALENT,vvcb,1704962883810,4089931,Chest pain rating,Measurement,MAPS_TO,,<auto>,1704898985998,
AG/1286/1/905/5,Severity,4133,,Allergy/Ht/Wt/BMI Assess Adult (new),0.57,FLAGGED,EQUAL,vvcb,1704975872260,4169152,Injury severity score,Measurement,MAPS_TO,,<auto>,1704898986357,
AG/16/17/49/4,Type,148128,,Newborn Data Set Assessment,0.66,FLAGGED,WIDER,vvcb,1705058640125,37399698,Genotype,Measurement,MAPS_TO,,<auto>,1704898986357,
AG/1248/1/888/2,Build,1206,,Emergency Admission Assessment (2015),0.27,FLAGGED,EQUAL,vvcb,1704962787048,44812291,HoNOS (Health of the Nation Outcome Scale) - secure: Rating scale C - need for buildings security to prevent escape,Measurement,MAPS_TO,,<auto>,1704898986451,
AD/2144/1,Pt Satisfaction heading,1670,,Paediatric Discharge Criteria Assessment,0.64,FLAGGED,EQUAL,vvcb,1704975287900,4158629,Patient satisfaction score,Measurement,MAPS_TO,,<auto>,1704898986482,
RD/5367/42,NEWS SCORE,754,,A&E Triage (verjul06),0.47,APPROVED,EQUAL,vvcb,1704973520694,37208353,Royal College of Physicians NEWS2 (National Early Warning Score 2) total score,Measurement,MAPS_TO,,vvcb,1704973515819,
AG/1247/2/903/12,Temp Score,9,,Elective Surgery Inpatient Admission Assessment (2015),0.59,APPROVED,WIDER,vvcb,1705058359437,37208381,Royal College of Physicians NEWS2 (National Early Warning Score 2) - temperature score,Measurement,MAPS_TO,,vvcb,1705058356582,
AG/1248/1/888/6,Risk Level,1204,,Emergency Admission Assessment (2015),0.60,FLAGGED,EQUAL,vvcb,1704975708910,44813548,Down risk level calculation,Measurement,MAPS_TO,,<auto>,1704898986967,
RD/5367/50,AVPU Score,754,,A&E Triage (verjul06),0.51,APPROVED,UNREVIEWED,vvcb,1704962226906,44808540,AVPU (alert voice pain unresponsive) scale score,Observation,MAPS_TO,,vvcb,1704962222152,
AG/1230/1/887/2,Date/Time,4119,,Skin Assessment (2022),0.38,FLAGGED,EQUAL,vvcb,1704969113889,4090332,Dead space/tidal volume ratio,Measurement,MAPS_TO,,<auto>,1704898987263,
AD/793/1,Pregnancy Number,148086,,Maternal Data Set Assessment.,0.62,FLAGGED,EQUAL,vvcb,1704975170410,37392365,Urine pregnancy test,Measurement,MAPS_TO,,<auto>,1704898987451,
RD/6095/2,Indications (Medical),27731,,VTE Assessment at 24hr & 7 days,0.27,FLAGGED,EQUAL,vvcb,1704971885526,35610373,MRC (Medical Research Council) Muscle scale,Measurement,MAPS_TO,,<auto>,1704898987451,
AD/107/4,S/Health Hx,9,,A&E Nursing Assessment,0.23,FLAGGED,EQUAL,vvcb,1704975724780,4063579,Screening procedure,Measurement,MAPS_TO,,<auto>,1704898987545,
AD/2157/29,Self Discharge Datix No,17,,Paediatric Discharge Checklist,0.30,FLAGGED,EQUAL,vvcb,1704975858224,4013817,Physical disability discharge score,Measurement,MAPS_TO,,<auto>,1704898987685,
AD/2141/1,Safety heading,1670,,Paediatric Discharge Criteria Assessment,0.48,FLAGGED,EQUAL,vvcb,1704975724780,4207132,Westmead home safety assessment,Measurement,MAPS_TO,,<auto>,1704898987748,
AG/1691/1/1087/2,Amt,4119,,EPMA Fluid Balance,0.46,FLAGGED,WIDER,vvcb,1705060873454,4019814,Triamterene measurement,Measurement,MAPS_TO,,<auto>,1704898987810,
AG/1369/1/952/12,Location,1203,,Output - Stools/Bowel/Stoma,0.48,FLAGGED,EQUAL,vvcb,1704972249304,36684834,Lung allocation score,Measurement,MAPS_TO,,<auto>,1704898987873,
RD/5367/24,O2 Delivery Device,754,,A&E Triage (verjul06),0.51,APPROVED,EQUAL,vvcb,1704974461107,4036936,Oxygen delivery,Measurement,MAPS_TO,,vvcb,1704974455989,
AG/253/142/781/2,Delay,9,,Resuscitation,0.29,FLAGGED,EQUAL,vvcb,1704969144386,4099917,Delayed hypersensitivity skin test,Measurement,MAPS_TO,,<auto>,1704898988529,
AD/747/1,Delivery Place,147995,,Maternal Data Set Assessment.,0.47,APPROVED,EQUAL,vvcb,1704969201761,4014292,Place of birth,Observation,MAPS_TO,,vvcb,1704969200339,
RD/5389/28,RESP RATE,4117,,NHS 111 - A&E Triage (verjul06),0.55,APPROVED,EQUAL,vvcb,1704975685119,4313591,Respiratory rate,Measurement,MAPS_TO,,vvcb,1704975672616,
RD/4850/47,Antibiotic,1199,,Intra-Operative Assessment Renal Part 1,0.67,FLAGGED,WIDER,vvcb,1705060873454,4238661,Antibiotic measurement,Measurement,MAPS_TO,,<auto>,1704898988998,
MC/2418/37/542/16,Likelihood of Infection,27674,,Mindray Ward Vital Signs,0.56,FLAGGED,EQUAL,vvcb,1704972219782,44802288,Emergency admission risk likelihood index,Measurement,MAPS_TO,,<auto>,1704898989185,
AG/2038/27/1388/27,Date of surgery,16,,Tissue Viability Referral (NTOP),0.33,FLAGGED,EQUAL,vvcb,1704969144386,4222683,Timing of liver tumor staging pre-surgery,Measurement,MAPS_TO,,<auto>,1704898989263,
RD/5367/70,Triage,754,,A&E Triage (verjul06),0.75,FLAGGED,UNREVIEWED,vvcb,1704900614727,4158771,Triage index,Measurement,MAPS_TO,,<auto>,1704898989279,
AG/1247/2/903/3,Pulse,9,,Elective Surgery Inpatient Admission Assessment (2015),0.84,APPROVED,EQUAL,vvcb,1704900162161,4301868,Pulse rate,Measurement,MAPS_TO,,<auto>,1704898989404,
RD/5389/48,RESP Score,4117,,NHS 111 - A&E Triage (verjul06),0.80,APPROVED,NARROWER,vvcb,1704900479414,37208374,Royal College of Physicians NEWS2 (National Early Warning Score 2) - respiration rate score,Measurement,MAPS_TO,,vvcb,1704900473478,
AD/2139/2,Alert and orientated,1668,,Paediatric Discharge Criteria Assessment,0.38,FLAGGED,WIDER,vvcb,1705059306720,4128253,Life orientation test,Measurement,MAPS_TO,,<auto>,1704898989873,
AD/741/1,Labour Onset Method,147945,,Maternal Data Set Assessment.,0.32,FLAGGED,EQUAL,vvcb,1704972023875,4182730,Test kit method,Measurement,MAPS_TO,,<auto>,1704898989904,
AG/1087/1/865/4,Details,1199,,Emergency Admission Assessment (2015),0.32,FLAGGED,EQUAL,vvcb,1704969306679,4222151,"Arsenic measurement, nails",Measurement,MAPS_TO,,<auto>,1704898990013,
RD/5367/62,zz,754,,A&E Triage (verjul06),0.27,FLAGGED,WIDER,vvcb,1705047307995,46284659,Dizziness Handicap Inventory,Measurement,MAPS_TO,,<auto>,1704898990045,
AD/253/10,Last Eat / Drink,27660,,Pre-Op Checklist,0.34,FLAGGED,EQUAL,vvcb,1704972023875,4271582,Tonography with water provocation,Measurement,MAPS_TO,,<auto>,1704898990420,
RD/5584/24,Advice,16,,CDH MAU Referral,0.32,FLAGGED,WIDER,vvcb,1705059288823,40493182,European pressure ulcer advisory panel classification system,Measurement,MAPS_TO,,<auto>,1704898990545,
RD/5379/19,Alcohol Assessment,9,,A&E Triage (verjul06),0.57,FLAGGED,WIDER,vvcb,1705059306720,4159408,Alcohol dependence scale,Measurement,MAPS_TO,,<auto>,1704898990655,
AD/173/19,BM,749,,A&E Nursing Assessment,0.30,APPROVED,WIDER,vvcb,1705061996759,37399654,Blood glucose level,Measurement,MAPS_TO,,vvcb,1705061992908,
RD/5389/29,CHRONIC RESP DISEASE,4114,,NHS 111 - A&E Triage (verjul06),0.53,APPROVED,WIDER,vvcb,1705062119363,46271074,Hypercapnic respiratory failure,Condition,MAPS_TO,,vvcb,1705062116613,
MC/3995/38/127/2,Solution Information,147803,,Intra-Operative Assessment Part 1,0.47,FLAGGED,EQUAL,vvcb,1704980189104,4158746,Ross information processing assessment,Measurement,MAPS_TO,,<auto>,1704898991405,
AD/22/1,Skin Body,9,,Critical Care Admission Assessment,0.58,FLAGGED,EQUAL,vvcb,1704975902575,37398105,Skin antibody level,Measurement,MAPS_TO,,<auto>,1704898991467,
AD/2139/3,Mobilising safely,1668,,Paediatric Discharge Criteria Assessment,0.35,FLAGGED,EQUAL,vvcb,1704972829448,4064496,Mobility screening,Measurement,MAPS_TO,,<auto>,1704898991483,
AG/1082/1/861/13,Add'l Information,1195,,Emergency Admission Assessment (2015),0.21,FLAGGED,WIDER,vvcb,1705059275057,4158746,Ross information processing assessment,Measurement,MAPS_TO,,<auto>,1704898991577,
RD/5585/67,Comment,27500,,MANUAL Ward Vital Signs,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704898991655,
AD/26/11,Breathing Position,16,,Adult Inpatient Admission Assessment,0.62,FLAGGED,EQUAL,vvcb,1704962717589,4313591,Respiratory rate,Measurement,MAPS_TO,,<auto>,1704898992202,
AG/1072/1/854/7,Referral to HALS?,746,,Emergency Admission Assessment (2015),0.33,FLAGGED,EQUAL,vvcb,1704975475675,4278971,Radioreceptor assay,Measurement,MAPS_TO,,<auto>,1704898992264,
AD/2598/38,Reason unable to weigh,4104,,NEW Admission Assessment (2023),0.44,FLAGGED,EQUAL,vvcb,1704975407909,4099154,Body weight,Measurement,MAPS_TO,,<auto>,1704898992405,
AG/253/51/719/12,PIH?,1193,,Pre-Op Checklist,0.12,FLAGGED,EQUAL,vvcb,1704975118775,4006517,Dihydrocodeine measurement,Measurement,MAPS_TO,,<auto>,1704898992467,
AD/22/1,Skin Body,27351,,Recovery Room Assessment,0.58,FLAGGED,EQUAL,vvcb,1704975902575,37398105,Skin antibody level,Measurement,MAPS_TO,,<auto>,1704898992483,
AD/7/3,Gestational Age,147800,,Maternal Data Set Assessment.,0.36,FLAGGED,EQUAL,vvcb,1705060922173,4047792,Bone age,Measurement,MAPS_TO,,<auto>,1704898992717,
AD/22/3,Skin Descriptn,9,,Skin Assessment,0.39,FLAGGED,EQUAL,vvcb,1704980146619,4228438,p,Measurement,MAPS_TO,,<auto>,1704898993030,
AD/173/19,BM,27329,,A&E Triage (verjul06),0.30,APPROVED,WIDER,vvcb,1705061996759,37399654,Blood glucose level,Measurement,MAPS_TO,,vvcb,1705061992908,
AG/253/52/720/15,Ranitidine?,4103,,Pre-Op Checklist,0.40,FLAGGED,WIDER,vvcb,1704975370795,4019704,Ranitidine measurement,Measurement,MAPS_TO,,<auto>,1704898993405,
AG/22/13/112/9,Pressure Ulcer,16,,Adult Inpatient Admission Assessment,0.63,FLAGGED,EQUAL,vvcb,1704975227242,40481487,Braden pressure ulcer risk score,Measurement,MAPS_TO,,<auto>,1704898993436,
AG/1533/1/996/3,Fluid Intake,147760,,Ward Meals/Snacks (EPMA),0.73,FLAGGED,EQUAL,vvcb,1705060932021,46272614,Measurement of fluid intake,Measurement,MAPS_TO,,<auto>,1704898993686,
AG/604/1/63/8,Reported on,745,,A&E Triage (verjul06),0.47,FLAGGED,EQUAL,vvcb,1704975525738,4166598,Reporters tests,Measurement,MAPS_TO,,<auto>,1704898993842,
AD/2141/2,Responsible escort home in private transport,1667,,Paediatric Discharge Criteria Assessment,0.35,FLAGGED,EQUAL,vvcb,1704975657457,4178181,Heart rate response,Measurement,MAPS_TO,,<auto>,1704898993905,
AD/2104/1,Anti Embolism Stocking Aim/Objectives,1192,,NEW Care Plan: Anti Embolism Stocking (ClinDoc),0.22,FLAGGED,WIDER,vvcb,1705060873454,4211502,Anti calcium channel blocking antibody level,Measurement,MAPS_TO,,<auto>,1704898994436,
AG/604/1/63/4,Reaction Type,9,,A&E Nursing Assessment,0.47,FLAGGED,EQUAL,vvcb,1705060916471,4097741,Rh system antigen type determination,Measurement,MAPS_TO,,<auto>,1704898994452,
AD/39/1,Allergy - Med*,16,,A&E Triage,0.61,APPROVED,EQUIVALENT,vvcb,1705061277596,439224,Allergy to drug,Observation,MAPS_TO,,vvcb,1705061274062,
AG/1064/1/845/5,CVA/TIA?,1667,,Emergency Admission Assessment (2015),0.20,FLAGGED,EQUAL,vvcb,1704969087834,4193031,Urine homovanillic acid/creatinine ratio,Measurement,MAPS_TO,,<auto>,1704898994983,
AD/791/1,Delivery Staff,147660,,Maternal Data Set Assessment.,0.42,FLAGGED,EQUAL,vvcb,1704969204338,4036936,Oxygen delivery,Measurement,MAPS_TO,,<auto>,1704898995045,
AG/1123/1/875/23,Info to Relatives,27320,,Wound Assessment (2015),0.32,FLAGGED,EQUAL,vvcb,1704971920166,4165428,Relative Stress Scale,Measurement,MAPS_TO,,<auto>,1704898995092,
RD/5389/51,O2 Delivery Device Score,4099,,NHS 111 - A&E Triage (verjul06),0.45,APPROVED,EQUAL,vvcb,1704974504486,37208377,Royal College of Physicians NEWS2 (National Early Warning Score 2) - air or oxygen score,Measurement,MAPS_TO,,vvcb,1704974497279,
MC/3995/41/129/5,Drape,27239,,Intra-Operative Assessment Part 1,0.47,FLAGGED,EQUAL,vvcb,1704969490838,4213406,Rape RAST,Measurement,MAPS_TO,,<auto>,1704898995905,
AD/2127/8,Any previous operations Comments,743,,Paediatric Past Surgical & Medical History,0.33,FLAGGED,WIDER,vvcb,1705060873454,4088671,Time since previous micturition,Measurement,MAPS_TO,,<auto>,1704898996295,
AG/253/146/784/2,Documented actions,16,,Resuscitation,0.21,FLAGGED,EQUAL,vvcb,1704969407678,4258003,Pool activity level instrument,Measurement,MAPS_TO,,<auto>,1704898996311,
AD/794/1,Positive Pressure,147430,,Newborn Data Set Assessment,0.57,FLAGGED,EQUAL,vvcb,1704975133576,4092464,Uterine pressure,Measurement,MAPS_TO,,<auto>,1704898996327,
AD/2137/7,Alcohol - Would you like help & advice?,9,,Paediatric Admission under GA Assessment,0.24,FLAGGED,WIDER,vvcb,1705059306720,4309861,Mold and yeast RAST,Measurement,MAPS_TO,,<auto>,1704898996358,
RD/5389/33,O2 Delivery Device,4099,,NHS 111 - A&E Triage (verjul06),0.51,APPROVED,EQUAL,vvcb,1704974461107,4036936,Oxygen delivery,Measurement,MAPS_TO,,vvcb,1704974455989,
AD/2105/2,Anti Embolism Stocking Next Assessment,1192,,NEW Care Plan: Anti Embolism Stocking (ClinDoc),0.36,FLAGGED,WIDER,vvcb,1705060873454,607787,Revised Geneva score for pulmonary embolism,Measurement,MAPS_TO,,<auto>,1704898996592,
AG/158/1/61/6,Severity,741,,Allergy Documentation,0.57,FLAGGED,EQUAL,vvcb,1704975872260,4169152,Injury severity score,Measurement,MAPS_TO,,<auto>,1704898997389,
AG/1286/1/905/9,Witnessed?,16,,NHS 111 - A&E Triage (verjul06),0.19,FLAGGED,WIDER,vvcb,1705047427760,4046985,CLASP shortness of breath score,Measurement,MAPS_TO,,<auto>,1704898997546,
AD/2141/3,Written/verbal advice given to parents/carers regarding after care,1666,,Paediatric Discharge Criteria Assessment,0.18,FLAGGED,WIDER,vvcb,1705047427760,46272971,Common Terminology Criteria for Adverse Events,Measurement,MAPS_TO,,<auto>,1704898997624,
AG/1286/1/905/7,Informant,9,,A&E Nursing Assessment,0.43,FLAGGED,EQUAL,vvcb,1704971920166,4158746,Ross information processing assessment,Measurement,MAPS_TO,,<auto>,1704898997717,
AG/1285/1/904/1,Diabetic?,147323,,Skin Assessment (2022),0.53,FLAGGED,EQUAL,vvcb,1704969361051,4047556,Diabetic retinopathy screening,Measurement,MAPS_TO,,<auto>,1704898997842,
AG/1801/1/1146/3,Frequency of Patient Turns,4098,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.57,FLAGGED,EQUAL,vvcb,1704971141372,4090866,Frequency of incontinence,Measurement,MAPS_TO,,<auto>,1704898998203,
MC/5585/80/696/43,O2 Sat,741,,MANUAL Ward Vital Signs,0.45,APPROVED,EQUAL,vvcb,1704974549654,4196147,Peripheral oxygen saturation,Measurement,MAPS_TO,,vvcb,1704974546014,
RD/4457/22,Is this patient under 18 years old?,26911,,MAU Triage,0.31,FLAGGED,EQUAL,vvcb,1704972023875,4151768,Pack years,Measurement,MAPS_TO,,<auto>,1704898998281,
AG/2435/4/1482/2,Blood Sugar,9,,Additional Clinical Entry,0.82,APPROVED,NARROWER,vvcb,1704900186081,4144235,"Glucose measurement, blood",Measurement,MAPS_TO,,<auto>,1704898998421,
RD/4457/25,Check Evolve,16,,MAU Triage,0.38,FLAGGED,EQUIVALENT,vvcb,1704962883810,4121194,N+,Measurement,MAPS_TO,,<auto>,1704898998453,
AD/2067/9,Anti Embolism Stocking Date/Time Completed,1192,,NEW Care Plan: Anti Embolism Stocking (ClinDoc),0.24,FLAGGED,WIDER,vvcb,1705060873454,607789,Pulmonary Embolism Rule-out Criteria,Measurement,MAPS_TO,,<auto>,1704898998640,
AD/39/1,Allergy - Med*,1665,,Allergy/Smoking Update,0.61,APPROVED,EQUIVALENT,vvcb,1705061277596,439224,Allergy to drug,Observation,MAPS_TO,,vvcb,1705061274062,
MC/5585/80/696/39,Adjunct Airway,741,,MANUAL Ward Vital Signs,0.52,FLAGGED,WIDER,vvcb,1705059275057,4058849,Total airway resistance,Measurement,MAPS_TO,,<auto>,1704898999188,
AD/746/1,Initial Delivery Place,147289,,Maternal Data Set Assessment.,0.41,FLAGGED,EQUAL,vvcb,1704971920166,4036936,Oxygen delivery,Measurement,MAPS_TO,,<auto>,1704898999563,
AD/847/1,Wheelchair Guidance,26781,,Theatre DCU Discharge Summary,0.24,FLAGGED,WIDER,vvcb,1705047479128,4160847,Fluoroscopy guided measurement of pressure of hepatic vein with contrast,Measurement,MAPS_TO,,<auto>,1704898999688,
AG/1064/1/845/4,Epilepsy?,1664,,Emergency Admission Assessment (2015),0.32,FLAGGED,EQUAL,vvcb,1704969680469,36714050,Neurological Disorders Depression Inventory in Epilepsy,Measurement,MAPS_TO,,<auto>,1704898999719,
RD/4731/2,Has VTE Assessment document been ticked as complete?,4095,,VTE Acknowledgement,0.29,FLAGGED,EQUAL,vvcb,1704971709052,4166617,Story completion test,Measurement,MAPS_TO,,<auto>,1704899000094,
AG/2558/1/1506/3,Refer to Pain Team?,1190,,Paediatric Activities of Daily Living (ADL) Care Plan,0.21,FLAGGED,EQUAL,vvcb,1704975475675,4212897,Thrombin time reference,Measurement,MAPS_TO,,<auto>,1704899000344,
AG/925/1/801/12,Pt advice,738,,Allergy/Smoking Update,0.35,FLAGGED,EQUAL,vvcb,1704975287900,4245261,Prothrombin time,Measurement,MAPS_TO,,<auto>,1704899000406,
RD/6039/9,Rehab Prescription process fully completed?,9,,E/Major Trauma Rehabilitation Prescription,0.27,FLAGGED,EQUAL,vvcb,1704975493494,36685780,RCS - Rehabilitation Complexity Scale,Measurement,MAPS_TO,,<auto>,1704899000672,
AD/779/1,Operation1,26652,,Recovery Room Assessment 2nd Stage,0.15,FLAGGED,EQUAL,vvcb,1704974627914,37392303,Serum haloperidol concentration,Measurement,MAPS_TO,,<auto>,1704899000828,
AG/1123/1/875/29,Special post-operative instructions,16,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.24,FLAGGED,EQUAL,vvcb,1704980216229,4158821,Evaluation of postoperative respiratory function,Measurement,MAPS_TO,,<auto>,1704899000969,
AD/792/1,Date of First Antenatal Appt,146860,,Maternal Data Set Assessment.,0.39,FLAGGED,EQUAL,vvcb,1704969144386,4088672,First glass appearance,Measurement,MAPS_TO,,<auto>,1704899001141,
